Name,Weight,Time
Douglas Lang,163,2017-07-04T13:32:27-06:00
Amanda Gleason,177,2015-10-31T12:40:51-06:00
Libbie Hauck,145,2014-10-31T13:24:18-06:00
Heather Mosciski,103,2015-11-26T18:37:18-06:00
Johnathon Reinger,175,2014-07-04T13:35:14-06:00
Edd Lang,142,2014-07-04T13:34:32-06:00
Viola Gleason,158,2017-10-31T18:53:53-06:00
Johann Bosco,119,2018-10-31T15:45:28-06:00
Stephan Lang,175,2015-12-31T12:17:54-06:00
Edwina Dietrich,126,2018-07-04T12:16:30-06:00
Viola Gleason,154,2016-10-31T13:22:46-06:00
Shany Mosciski,156,2017-12-31T15:53:33-06:00
Duncan Mosciski,112,2018-02-02T14:23:54-06:00
Johann Bosco,120,2018-10-31T14:55:38-06:00
Vidal Wilderman,115,2018-12-31T12:47:12-06:00
Jeff Dietrich,165,2017-07-04T14:38:13-06:00
Monica Olson,121,2018-09-03T12:15:48-06:00
Magdalen Gleason,104,2016-10-31T13:48:34-06:00
Libbie Hauck,145,2014-10-31T14:55:10-06:00
Allen Hauck,189,2014-11-27T16:19:48-06:00
Rosalinda Mosciski,132,2018-09-03T13:54:41-06:00
Monica Olson,123,2014-07-04T16:58:19-06:00
Eliane Bosco,136,2018-12-31T17:18:43-06:00
Filomena Hauck,122,2018-12-31T14:25:48-06:00
Wilfredo Olson,128,2015-11-26T12:17:19-06:00
Paul Bosco,170,2018-02-02T16:28:32-06:00
Hollie Larkin,185,2016-10-31T17:41:54-06:00
Douglas Lang,160,2014-12-31T12:46:43-06:00
Nona Hickle,148,2016-09-05T16:26:12-06:00
Vidal Wilderman,120,2017-12-31T12:32:24-06:00
Marge Hickle,193,2015-09-07T12:10:15-06:00
Donnell Hauck,170,2015-09-07T17:38:47-06:00
Hollie Larkin,186,2018-09-03T12:16:26-06:00
Gracie Anderson,173,2018-02-02T16:27:52-06:00
Magdalen Gleason,110,2015-11-26T17:18:42-06:00
Lenore Gleason,101,2018-02-02T16:37:30-06:00
Marge Hickle,195,2018-09-03T12:34:42-06:00
Carolyne Gleason,191,2017-07-04T18:59:24-06:00
Lolita Wilderman,145,2016-07-04T12:12:46-06:00
Bennett Stokes,115,2015-09-07T14:45:33-06:00
Keira Bosco,162,2016-09-05T15:49:44-06:00
Roy Hauck,131,2017-07-04T16:20:15-06:00
Garrison Olson,110,2015-09-07T14:15:52-06:00
Abraham Stokes,133,2014-07-04T18:28:41-06:00
Angelina Olson,134,2015-07-04T13:56:59-06:00
Patsy Gleason,178,2015-07-04T17:25:42-06:00
Vidal Wilderman,117,2014-11-27T13:16:45-06:00
Keira Bosco,162,2014-07-04T13:24:52-06:00
Edwina Dietrich,125,2014-10-31T15:50:23-06:00
Gracie Anderson,172,2018-10-31T12:54:25-06:00
Tod Hickle,144,2014-10-31T14:20:14-06:00
Otha Stokes,108,2018-10-31T13:39:48-06:00
Roy Hauck,129,2016-09-05T15:12:47-06:00
Libbie Hauck,146,2018-10-31T13:32:38-06:00
Carolyne Gleason,189,2016-07-04T17:10:59-06:00
Libbie Hauck,145,2015-10-31T14:41:46-06:00
Filomena Hauck,123,2017-09-04T15:52:56-06:00
Keira Bosco,163,2016-09-05T15:19:20-06:00
Helena Stokes,163,2018-11-22T16:24:18-06:00
Lindsey Anderson,185,2016-10-31T12:28:28-06:00
Samanta Smith,185,2018-02-02T14:42:35-06:00
Khalid Stokes,153,2016-11-24T13:20:29-06:00
Guillermo Reinger,174,2018-02-02T12:46:46-06:00
Garrison Olson,108,2016-07-04T13:47:15-06:00
Edd Lang,142,2016-09-05T12:46:40-06:00
Filomena Hauck,121,2018-12-31T17:32:21-06:00
Stephan Hessel,157,2014-10-31T12:16:21-06:00
Antonetta Bosco,116,2017-07-04T18:52:25-06:00
Toby Hahn,184,2015-12-31T13:15:51-06:00
Patsy Gleason,183,2017-11-23T13:22:59-06:00
Kiarra Anderson,152,2014-07-04T16:58:21-06:00
Nona Hickle,147,2018-02-02T18:36:55-06:00
Stephan Lang,176,2017-07-04T15:55:37-06:00
Angelina Olson,133,2015-07-04T13:59:36-06:00
Samanta Smith,189,2015-10-31T18:18:51-06:00
Vidal Wilderman,117,2016-12-31T16:28:33-06:00
Heather Mosciski,101,2014-07-04T13:38:15-06:00
Heather Mosciski,105,2017-07-04T17:41:52-06:00
Douglas Lang,161,2015-07-04T16:34:30-06:00
Guillermo Reinger,173,2016-12-31T13:11:21-06:00
Keira Bosco,164,2015-10-31T18:24:54-06:00
Amanda Gleason,174,2016-10-31T17:12:49-06:00
Johann Bosco,119,2017-07-04T17:50:22-06:00
Viola Gleason,153,2015-07-04T14:21:17-06:00
Stephan Lang,175,2014-12-31T14:47:20-06:00
Eliane Bosco,136,2017-10-31T17:32:59-06:00
Annamae Smith,129,2014-07-04T18:34:18-06:00
Viola Gleason,152,2017-10-31T12:19:37-06:00
Carolyne Gleason,190,2014-09-01T16:40:31-06:00
Gracie Anderson,172,2016-07-04T15:40:32-06:00
Lolita Wilderman,148,2017-11-23T15:12:17-06:00
Otha Stokes,109,2018-11-22T18:56:57-06:00
Lenore Gleason,102,2017-12-31T14:46:58-06:00
Khalid Stokes,153,2016-07-04T15:26:50-06:00
Carli Gleason,127,2017-10-31T15:45:57-06:00
Guillermo Reinger,179,2018-10-31T16:52:28-06:00
Stephan Lang,177,2018-07-04T14:20:54-06:00
Otha Stokes,111,2015-11-26T14:57:46-06:00
Jeff Dietrich,163,2016-12-31T12:49:28-06:00
Donnell Hauck,169,2016-10-31T15:48:22-06:00
Wilfredo Olson,134,2015-07-04T13:16:17-06:00
Arch Bosco,188,2018-09-03T15:15:50-06:00
Guillermo Reinger,173,2018-11-22T15:52:38-06:00
Stanley Wilderman,163,2014-12-31T16:20:19-06:00
Carolyne Gleason,190,2018-02-02T18:20:32-06:00
Antonetta Bosco,116,2017-11-23T15:59:51-06:00
Marge Hickle,193,2018-02-02T17:53:14-06:00
Roy Hauck,130,2015-12-31T18:34:32-06:00
Magdalen Gleason,105,2016-11-24T14:20:54-06:00
Stephan Lang,175,2018-10-31T14:25:44-06:00
Gracie Anderson,171,2016-10-31T14:15:15-06:00
Lonzo Mosciski,141,2018-11-22T16:31:53-06:00
Samanta Smith,183,2016-09-05T15:12:37-06:00
Jamir Wilderman,166,2018-07-04T17:10:53-06:00
Lonzo Mosciski,143,2015-09-07T12:28:58-06:00
Glenna Hauck,178,2014-09-01T12:45:16-06:00
Nona Hickle,151,2015-11-26T13:18:10-06:00
Libbie Hauck,145,2016-09-05T13:37:55-06:00
Johann Bosco,117,2015-12-31T12:20:45-06:00
Magdalen Gleason,110,2014-11-27T14:32:18-06:00
Lolita Wilderman,148,2015-09-07T13:50:26-06:00
Lolita Wilderman,151,2018-10-31T15:36:30-06:00
Douglas Lang,160,2015-09-07T14:12:43-06:00
Hollie Larkin,185,2016-09-05T18:39:17-06:00
Khalid Stokes,150,2016-11-24T13:40:36-06:00
Bennett Stokes,113,2016-07-04T12:53:39-06:00
Hollie Larkin,184,2016-09-05T16:20:28-06:00
Lonzo Mosciski,143,2017-12-31T15:14:15-06:00
Sophie Dietrich,141,2015-09-07T13:12:55-06:00
Carolyne Gleason,190,2014-07-04T16:31:18-06:00
Hiram Smith,103,2017-10-31T17:12:41-06:00
Antonetta Bosco,114,2016-10-31T16:24:37-06:00
Helena Stokes,160,2018-10-31T12:40:12-06:00
Stephan Lang,176,2016-11-24T18:48:41-06:00
Libbie Hauck,147,2017-07-04T12:30:27-06:00
Kenna Schumm,142,2018-09-03T12:33:16-06:00
Edwina Dietrich,126,2018-10-31T14:35:34-06:00
Johann Bosco,122,2016-12-31T13:59:41-06:00
Amanda Gleason,175,2014-09-01T12:15:16-06:00
Allen Hauck,189,2017-07-04T18:54:37-06:00
Filomena Hauck,124,2016-10-31T17:24:51-06:00
Patsy Gleason,179,2015-11-26T17:50:57-06:00
Roy Hauck,130,2014-10-31T13:40:40-06:00
Gisselle Mosciski,110,2018-10-31T13:53:53-06:00
Garrison Olson,107,2016-07-04T13:53:12-06:00
Rosalinda Mosciski,132,2014-12-31T14:24:13-06:00
Helena Stokes,159,2015-12-31T17:20:57-06:00
Gracie Anderson,173,2018-10-31T16:40:30-06:00
Glenna Hauck,176,2018-12-31T17:44:14-06:00
Rosalinda Mosciski,134,2017-11-23T18:34:57-06:00
Kiarra Anderson,152,2015-10-31T14:43:11-06:00
Paul Bosco,171,2014-07-04T15:38:52-06:00
Jeff Dietrich,162,2017-12-31T18:39:30-06:00
Hollie Larkin,185,2015-10-31T12:24:19-06:00
Eliane Bosco,137,2018-11-22T12:58:53-06:00
Wilhelm Bosco,189,2018-07-04T16:31:39-06:00
Jamir Wilderman,161,2015-12-31T14:35:22-06:00
Garrison Olson,106,2014-09-01T13:57:52-06:00
Wilhelm Bosco,186,2015-11-26T12:12:43-06:00
Edwina Dietrich,126,2017-07-04T18:10:14-06:00
Vilma Dietrich,136,2017-11-23T16:25:45-06:00
Rosalinda Mosciski,132,2017-09-04T13:10:21-06:00
Rosalinda Mosciski,132,2018-09-03T16:42:17-06:00
Allen Hauck,189,2017-10-31T17:10:19-06:00
Kenna Schumm,139,2016-11-24T16:21:20-06:00
Jamir Wilderman,160,2018-09-03T15:40:18-06:00
Quincy Mosciski,140,2015-07-04T16:10:28-06:00
Kenna Schumm,137,2015-12-31T15:50:42-06:00
Kenna Schumm,137,2014-09-01T16:17:22-06:00
Filomena Hauck,122,2016-09-05T14:16:10-06:00
Filomena Hauck,121,2016-09-05T16:14:33-06:00
Lenore Gleason,101,2014-09-01T13:44:38-06:00
Amanda Gleason,174,2017-07-04T18:53:58-06:00
Kiarra Anderson,150,2014-09-01T13:17:37-06:00
Vilma Dietrich,134,2016-07-04T18:57:29-06:00
Edd Lang,141,2018-09-03T14:58:49-06:00
Garrison Olson,112,2018-12-31T18:17:42-06:00
Nona Hickle,146,2018-11-22T18:48:27-06:00
Abraham Stokes,134,2016-12-31T18:18:43-06:00
Wilhelm Bosco,187,2016-12-31T15:48:41-06:00
Paul Bosco,170,2016-10-31T12:19:23-06:00
Cecile Bosco,154,2018-10-31T12:25:17-06:00
Helena Stokes,162,2016-11-24T16:11:30-06:00
Amanda Gleason,177,2015-11-26T14:59:57-06:00
Carolyne Gleason,192,2017-10-31T17:37:24-06:00
Johann Bosco,119,2016-07-04T16:30:16-06:00
Garrison Olson,107,2016-10-31T17:51:13-06:00
Cecile Bosco,153,2018-11-22T13:16:25-06:00
Lenore Gleason,102,2015-09-07T13:26:28-06:00
Abraham Stokes,130,2014-11-27T14:12:10-06:00
Mary Schumm,148,2018-02-02T13:22:48-06:00
Otha Stokes,109,2017-10-31T16:16:59-06:00
Stanley Wilderman,161,2016-12-31T17:22:54-06:00
Keira Bosco,165,2016-07-04T16:39:48-06:00
Edwina Dietrich,125,2016-10-31T12:35:46-06:00
Rosalinda Mosciski,135,2014-10-31T17:18:37-06:00
Mary Schumm,149,2018-09-03T13:48:35-06:00
Demario Hauck,148,2014-10-31T13:22:26-06:00
Lindsey Anderson,186,2017-11-23T17:15:40-06:00
Monica Olson,121,2015-12-31T16:30:54-06:00
Edwina Dietrich,127,2017-07-04T15:55:19-06:00
Hollie Larkin,186,2015-11-26T16:47:38-06:00
Quincy Mosciski,139,2018-07-04T13:30:19-06:00
Abraham Stokes,131,2014-11-27T13:55:31-06:00
Carolyne Gleason,192,2016-10-31T13:11:31-06:00
Carolyne Gleason,189,2018-09-03T16:24:53-06:00
Arch Bosco,188,2014-10-31T14:24:42-06:00
Rosalinda Mosciski,137,2017-09-04T14:15:21-06:00
Hollie Larkin,186,2015-09-07T18:44:15-06:00
Edwina Dietrich,128,2018-12-31T16:40:38-06:00
Sophie Dietrich,143,2015-11-26T15:51:32-06:00
Demario Hauck,152,2014-09-01T18:41:55-06:00
Samanta Smith,185,2016-09-05T12:17:39-06:00
Mary Schumm,148,2014-09-01T13:48:44-06:00
Nona Hickle,148,2018-07-04T16:57:20-06:00
Garrison Olson,106,2017-12-31T14:12:12-06:00
Eliane Bosco,135,2018-07-04T12:46:31-06:00
Arch Bosco,187,2017-11-23T17:26:23-06:00
Shany Mosciski,156,2016-10-31T14:33:57-06:00
Sophie Dietrich,144,2015-11-26T12:29:48-06:00
Nona Hickle,146,2014-09-01T15:31:20-06:00
Lonzo Mosciski,140,2017-12-31T17:12:23-06:00
Heather Mosciski,102,2018-10-31T18:33:56-06:00
Viola Gleason,153,2018-09-03T16:30:10-06:00
Antonetta Bosco,115,2017-07-04T14:32:37-06:00
Christiana Larkin,201,2018-02-02T14:19:40-06:00
Stephan Hessel,158,2015-09-07T13:12:22-06:00
Donnell Hauck,170,2018-09-03T12:31:31-06:00
Donnell Hauck,170,2015-10-31T14:25:46-06:00
Douglas Lang,160,2018-10-31T14:21:51-06:00
Libbie Hauck,146,2015-11-26T13:46:18-06:00
Magdalen Gleason,105,2017-07-04T16:55:50-06:00
Annamae Smith,127,2015-09-07T14:22:20-06:00
Magdalen Gleason,105,2017-07-04T18:51:42-06:00
Angelina Olson,133,2015-07-04T17:48:55-06:00
Bennett Stokes,114,2017-10-31T17:26:14-06:00
Otha Stokes,109,2017-09-04T16:32:25-06:00
Lonzo Mosciski,141,2014-11-27T17:49:16-06:00
Sophie Dietrich,143,2016-07-04T14:36:43-06:00
Lenore Gleason,103,2017-10-31T18:49:26-06:00
Wilfredo Olson,128,2018-12-31T14:19:35-06:00
Lenore Gleason,102,2017-07-04T17:17:26-06:00
Glenna Hauck,180,2018-10-31T16:40:48-06:00
Garrison Olson,107,2017-12-31T17:12:21-06:00
Arch Bosco,187,2014-10-31T17:16:43-06:00
Shany Mosciski,151,2017-07-04T18:59:41-06:00
Nona Hickle,146,2017-10-31T14:10:49-06:00
Edwina Dietrich,130,2016-10-31T16:19:23-06:00
Khalid Stokes,150,2017-10-31T16:32:39-06:00
Allen Hauck,191,2014-10-31T15:27:33-06:00
Viola Gleason,152,2017-07-04T17:16:36-06:00
Monica Olson,121,2015-09-07T15:49:59-06:00
Garrison Olson,107,2016-12-31T14:48:51-06:00
Jeff Dietrich,168,2015-09-07T16:48:53-06:00
Lenore Gleason,106,2018-07-04T16:19:47-06:00
Roy Hauck,130,2016-12-31T14:25:48-06:00
Gisselle Mosciski,110,2016-10-31T16:50:26-06:00
Stanley Wilderman,160,2017-09-04T15:12:26-06:00
Mary Schumm,147,2014-10-31T18:47:28-06:00
Guillermo Reinger,176,2017-09-04T18:25:29-06:00
Heather Mosciski,99,2014-10-31T17:45:21-06:00
Kenna Schumm,142,2014-10-31T15:26:47-06:00
Bennett Stokes,112,2018-11-22T17:49:22-06:00
Mary Schumm,148,2015-12-31T15:18:12-06:00
Donnell Hauck,173,2018-02-02T12:33:39-06:00
Hiram Smith,104,2014-09-01T13:19:14-06:00
Edwina Dietrich,127,2017-11-23T16:30:36-06:00
Sophie Dietrich,141,2017-10-31T17:41:31-06:00
Wilfredo Olson,132,2018-10-31T18:37:52-06:00
Cecile Bosco,154,2014-11-27T12:36:18-06:00
Rosalinda Mosciski,131,2015-10-31T14:30:11-06:00
Monica Olson,121,2018-07-04T17:25:27-06:00
Samanta Smith,186,2015-11-26T16:12:33-06:00
Donnell Hauck,170,2015-07-04T18:13:15-06:00
Glenna Hauck,179,2016-11-24T15:25:55-06:00
Nona Hickle,146,2016-11-24T13:37:35-06:00
Filomena Hauck,121,2017-09-04T13:48:39-06:00
Carolyne Gleason,188,2015-10-31T16:30:24-06:00
Tod Hickle,148,2015-12-31T18:27:27-06:00
Stephan Hessel,157,2015-09-07T16:28:20-06:00
Lenore Gleason,103,2015-09-07T13:42:29-06:00
Libbie Hauck,147,2015-12-31T14:32:23-06:00
Annamae Smith,130,2014-11-27T14:59:25-06:00
Gracie Anderson,172,2015-11-26T15:50:26-06:00
Bennett Stokes,113,2017-11-23T13:26:59-06:00
Guillermo Reinger,176,2017-11-23T12:47:51-06:00
Idell Anderson,153,2017-11-23T17:33:25-06:00
Heather Mosciski,101,2016-12-31T15:34:35-06:00
Tod Hickle,147,2017-09-04T15:24:14-06:00
Hollie Larkin,185,2016-09-05T12:31:54-06:00
Lonzo Mosciski,142,2015-11-26T17:24:47-06:00
Guillermo Reinger,179,2017-12-31T15:17:23-06:00
Wilfredo Olson,129,2018-10-31T13:16:12-06:00
Sophie Dietrich,143,2016-11-24T14:42:40-06:00
Allen Hauck,187,2018-02-02T14:11:28-06:00
Patsy Gleason,177,2018-12-31T12:56:29-06:00
Edd Lang,142,2016-11-24T16:12:37-06:00
Stephan Lang,175,2018-09-03T12:11:39-06:00
Gracie Anderson,171,2017-11-23T17:32:59-06:00
Stephan Hessel,156,2014-09-01T17:33:59-06:00
Johnathon Reinger,171,2017-11-23T13:21:37-06:00
Bennett Stokes,114,2015-09-07T15:38:15-06:00
Paul Bosco,170,2017-07-04T12:10:55-06:00
Lindsey Anderson,188,2016-11-24T15:12:32-06:00
Heather Mosciski,103,2018-11-22T14:41:17-06:00
Vidal Wilderman,118,2014-11-27T14:30:51-06:00
Rosalinda Mosciski,132,2014-07-04T16:18:10-06:00
Marge Hickle,193,2016-11-24T16:47:56-06:00
Garrison Olson,106,2014-09-01T17:56:51-06:00
Guillermo Reinger,176,2017-09-04T13:21:32-06:00
Wilfredo Olson,128,2016-12-31T14:45:35-06:00
Cecile Bosco,155,2016-10-31T15:19:10-06:00
Khalid Stokes,150,2015-12-31T14:37:16-06:00
Kiarra Anderson,151,2018-11-22T13:28:40-06:00
Eliane Bosco,136,2014-09-01T12:10:15-06:00
Allen Hauck,191,2018-09-03T14:38:49-06:00
Libbie Hauck,144,2015-10-31T15:55:14-06:00
Paul Bosco,171,2016-07-04T13:43:41-06:00
Rosalinda Mosciski,137,2018-07-04T14:39:23-06:00
Gracie Anderson,175,2016-09-05T16:51:46-06:00
Arch Bosco,187,2016-09-05T17:33:38-06:00
Vidal Wilderman,115,2018-11-22T15:56:45-06:00
Lindsey Anderson,186,2018-11-22T13:59:59-06:00
Lonzo Mosciski,142,2017-07-04T17:10:59-06:00
Allen Hauck,189,2014-10-31T15:12:43-06:00
Stanley Wilderman,163,2014-09-01T18:19:20-06:00
Vidal Wilderman,117,2016-09-05T14:30:42-06:00
Gisselle Mosciski,111,2014-11-27T15:41:19-06:00
Rosalinda Mosciski,133,2016-07-04T15:17:39-06:00
Eliane Bosco,138,2017-09-04T17:30:15-06:00
Donnell Hauck,173,2015-11-26T13:59:50-06:00
Amanda Gleason,176,2018-09-03T12:52:57-06:00
Nona Hickle,145,2017-12-31T14:14:48-06:00
Christiana Larkin,198,2018-10-31T17:23:20-06:00
Magdalen Gleason,110,2017-07-04T12:11:41-06:00
Gisselle Mosciski,110,2016-11-24T12:38:14-06:00
Bennett Stokes,115,2018-09-03T15:58:55-06:00
Hollie Larkin,185,2015-11-26T13:31:55-06:00
Edd Lang,146,2016-12-31T17:42:51-06:00
Viola Gleason,154,2015-11-26T13:24:57-06:00
Rosalinda Mosciski,133,2015-12-31T16:23:11-06:00
Amanda Gleason,176,2016-11-24T16:45:14-06:00
Duncan Mosciski,111,2016-10-31T18:26:36-06:00
Antonetta Bosco,115,2018-11-22T13:55:41-06:00
Sophie Dietrich,142,2016-12-31T15:37:21-06:00
Wilhelm Bosco,186,2015-07-04T16:47:40-06:00
Edwina Dietrich,127,2018-11-22T13:46:32-06:00
Magdalen Gleason,105,2018-09-03T13:19:33-06:00
Lenore Gleason,101,2018-02-02T12:52:28-06:00
Rosalinda Mosciski,137,2014-09-01T17:51:43-06:00
Idell Anderson,153,2014-10-31T17:14:45-06:00
Helena Stokes,161,2014-11-27T12:50:12-06:00
Tod Hickle,144,2016-11-24T17:25:32-06:00
Viola Gleason,153,2016-10-31T12:23:18-06:00
Edd Lang,143,2014-11-27T15:48:47-06:00
Johann Bosco,116,2015-09-07T16:43:23-06:00
Edwina Dietrich,130,2017-11-23T16:16:19-06:00
Douglas Lang,163,2017-12-31T17:10:59-06:00
Keira Bosco,162,2016-09-05T14:31:37-06:00
Lindsey Anderson,187,2018-07-04T16:51:54-06:00
Edwina Dietrich,128,2015-09-07T13:27:14-06:00
Khalid Stokes,151,2017-09-04T13:11:11-06:00
Marge Hickle,193,2017-10-31T14:54:52-06:00
Abraham Stokes,134,2014-12-31T13:17:14-06:00
Keira Bosco,162,2018-12-31T12:22:30-06:00
Abraham Stokes,131,2014-11-27T17:46:26-06:00
Keira Bosco,164,2017-11-23T14:26:46-06:00
Kenna Schumm,140,2018-12-31T16:21:28-06:00
Heather Mosciski,103,2014-11-27T17:40:49-06:00
Keira Bosco,165,2018-02-02T14:57:55-06:00
Rosalinda Mosciski,132,2017-12-31T16:59:13-06:00
Cecile Bosco,154,2017-12-31T16:35:50-06:00
Abraham Stokes,134,2017-11-23T13:11:56-06:00
Wilhelm Bosco,189,2017-11-23T13:32:24-06:00
Monica Olson,121,2014-07-04T17:39:17-06:00
Douglas Lang,158,2017-12-31T18:34:30-06:00
Keira Bosco,166,2016-11-24T13:33:14-06:00
Nona Hickle,145,2016-11-24T13:22:51-06:00
Jeff Dietrich,165,2018-07-04T16:49:11-06:00
Samanta Smith,183,2017-10-31T16:28:51-06:00
Annamae Smith,127,2016-10-31T12:57:44-06:00
Nona Hickle,146,2014-07-04T15:37:32-06:00
Marge Hickle,194,2018-07-04T14:23:17-06:00
Roy Hauck,129,2014-07-04T17:12:51-06:00
Antonetta Bosco,114,2015-12-31T17:12:57-06:00
Wilfredo Olson,131,2018-12-31T17:41:58-06:00
Lonzo Mosciski,143,2018-11-22T17:36:43-06:00
Stanley Wilderman,162,2018-09-03T12:32:36-06:00
Stanley Wilderman,161,2015-07-04T12:15:33-06:00
Edwina Dietrich,125,2016-09-05T12:12:14-06:00
Helena Stokes,162,2015-12-31T12:11:32-06:00
Arch Bosco,187,2016-12-31T17:40:17-06:00
Amanda Gleason,176,2015-09-07T12:23:33-06:00
Kiarra Anderson,151,2018-10-31T16:59:12-06:00
Patsy Gleason,181,2017-11-23T14:49:15-06:00
Carolyne Gleason,194,2017-11-23T14:27:56-06:00
Carolyne Gleason,191,2017-07-04T16:15:20-06:00
Mary Schumm,147,2017-11-23T12:32:15-06:00
Edwina Dietrich,127,2018-12-31T16:20:34-06:00
Johann Bosco,117,2014-10-31T18:55:26-06:00
Lolita Wilderman,147,2017-11-23T15:16:20-06:00
Stanley Wilderman,164,2014-07-04T13:22:12-06:00
Johnathon Reinger,170,2017-07-04T18:44:47-06:00
Otha Stokes,109,2015-09-07T16:31:45-06:00
Stephan Hessel,158,2016-11-24T12:55:29-06:00
Samanta Smith,184,2017-12-31T17:17:12-06:00
Mary Schumm,147,2015-10-31T16:30:49-06:00
Monica Olson,121,2018-07-04T14:47:26-06:00
Wilfredo Olson,131,2014-07-04T18:19:23-06:00
Toby Hahn,185,2015-11-26T15:38:45-06:00
Khalid Stokes,152,2014-09-01T18:54:51-06:00
Allen Hauck,188,2016-09-05T15:34:45-06:00
Lonzo Mosciski,141,2015-09-07T16:40:14-06:00
Douglas Lang,163,2017-09-04T14:33:16-06:00
Arch Bosco,188,2017-11-23T14:37:41-06:00
Viola Gleason,158,2014-11-27T13:48:40-06:00
Roy Hauck,130,2016-09-05T17:42:32-06:00
Donnell Hauck,173,2017-07-04T17:44:39-06:00
Paul Bosco,170,2017-12-31T15:48:23-06:00
Hiram Smith,105,2014-07-04T12:22:40-06:00
Mary Schumm,146,2018-02-02T18:42:11-06:00
Lonzo Mosciski,146,2015-07-04T14:13:59-06:00
Christiana Larkin,199,2018-07-04T12:22:19-06:00
Hiram Smith,104,2017-07-04T13:31:51-06:00
Otha Stokes,114,2016-09-05T14:12:31-06:00
Nona Hickle,147,2018-09-03T12:30:49-06:00
Kenna Schumm,137,2017-10-31T16:41:10-06:00
Stephan Lang,175,2018-09-03T12:27:20-06:00
Carolyne Gleason,191,2015-12-31T13:46:42-06:00
Amanda Gleason,174,2017-09-04T18:27:10-06:00
Khalid Stokes,149,2016-09-05T18:24:41-06:00
Gisselle Mosciski,112,2018-02-02T17:11:30-06:00
Nona Hickle,148,2018-07-04T14:10:32-06:00
Edd Lang,143,2018-07-04T15:25:34-06:00
Abraham Stokes,131,2015-09-07T15:35:34-06:00
Heather Mosciski,100,2016-12-31T12:59:53-06:00
Sophie Dietrich,142,2016-11-24T14:28:23-06:00
Kenna Schumm,139,2018-11-22T16:36:12-06:00
Monica Olson,124,2016-07-04T13:55:46-06:00
Keira Bosco,165,2015-10-31T14:19:59-06:00
Idell Anderson,155,2016-09-05T17:52:20-06:00
Patsy Gleason,178,2014-07-04T15:12:11-06:00
Keira Bosco,163,2016-07-04T12:28:59-06:00
Duncan Mosciski,112,2017-07-04T13:15:34-06:00
Christiana Larkin,200,2017-09-04T14:17:58-06:00
Marge Hickle,193,2016-09-05T13:38:58-06:00
Garrison Olson,106,2014-11-27T14:21:57-06:00
Carli Gleason,125,2016-09-05T13:17:34-06:00
Edd Lang,141,2016-12-31T16:49:43-06:00
Abraham Stokes,132,2016-09-05T17:24:19-06:00
Magdalen Gleason,105,2016-07-04T16:23:25-06:00
Guillermo Reinger,176,2014-11-27T18:55:51-06:00
Carli Gleason,124,2017-11-23T15:46:56-06:00
Viola Gleason,155,2016-09-05T13:43:13-06:00
Khalid Stokes,151,2015-09-07T14:32:53-06:00
Abraham Stokes,134,2016-11-24T12:47:26-06:00
Heather Mosciski,100,2014-07-04T17:48:57-06:00
Idell Anderson,152,2018-12-31T17:56:21-06:00
Hiram Smith,103,2018-10-31T18:35:45-06:00
Filomena Hauck,123,2017-09-04T18:31:33-06:00
Shany Mosciski,150,2014-07-04T16:19:26-06:00
Glenna Hauck,182,2016-07-04T17:57:35-06:00
Mary Schumm,146,2014-10-31T13:18:47-06:00
Magdalen Gleason,104,2015-11-26T14:50:51-06:00
Monica Olson,123,2017-12-31T13:53:32-06:00
Douglas Lang,161,2014-11-27T13:10:56-06:00
Edwina Dietrich,127,2016-07-04T16:10:30-06:00
Mary Schumm,146,2015-07-04T17:36:42-06:00
Marge Hickle,193,2014-11-27T14:26:28-06:00
Rosalinda Mosciski,135,2015-07-04T13:54:26-06:00
Heather Mosciski,100,2017-09-04T18:32:23-06:00
Nona Hickle,151,2018-09-03T14:16:42-06:00
Kenna Schumm,139,2017-10-31T15:29:18-06:00
Shany Mosciski,151,2014-12-31T12:36:35-06:00
Johann Bosco,119,2018-09-03T14:33:56-06:00
Garrison Olson,108,2015-07-04T12:15:24-06:00
Gisselle Mosciski,110,2016-07-04T16:27:51-06:00
Johann Bosco,117,2017-10-31T14:12:13-06:00
Helena Stokes,161,2018-11-22T14:51:40-06:00
Stanley Wilderman,162,2017-09-04T12:40:14-06:00
Eliane Bosco,135,2016-10-31T13:34:59-06:00
Lenore Gleason,103,2015-07-04T17:16:47-06:00
Patsy Gleason,180,2015-12-31T16:15:58-06:00
Magdalen Gleason,105,2016-11-24T18:20:45-06:00
Otha Stokes,110,2015-11-26T16:13:23-06:00
Lindsey Anderson,187,2018-11-22T12:44:32-06:00
Heather Mosciski,102,2014-11-27T15:21:35-06:00
Edwina Dietrich,125,2017-09-04T14:54:31-06:00
Donnell Hauck,171,2018-02-02T17:24:14-06:00
Keira Bosco,163,2014-07-04T14:38:51-06:00
Patsy Gleason,178,2017-10-31T13:21:51-06:00
Marge Hickle,193,2018-07-04T15:33:59-06:00
Kenna Schumm,137,2018-09-03T17:16:26-06:00
Lindsey Anderson,187,2014-07-04T13:39:54-06:00
Annamae Smith,130,2015-12-31T18:13:20-06:00
Vilma Dietrich,134,2015-11-26T13:43:36-06:00
Annamae Smith,128,2016-10-31T13:22:19-06:00
Sophie Dietrich,143,2014-07-04T12:43:37-06:00
Helena Stokes,162,2017-07-04T18:51:30-06:00
